sample_id,pair_id,seed,base_consensus_shift,method_consensus_shift,paired_valid,base_state,method_state,strict_rescue,persistent_failure,strict_harm,stable_success,fail_to_disagree,disagree_to_fail,base_A_identity_mean,method_A_identity_mean,delta_A_identity,base_B_identity_mean,method_B_identity_mean,delta_B_identity
sample_0692,pair_065,,,True,False,,fail,False,False,False,False,False,False,,2.0,,,2.0,
sample_0693,pair_006,,False,,False,disagree,,False,False,False,False,False,False,3.5,,,3.5,,
sample_0694,pair_013,,False,,False,disagree,,False,False,False,False,False,False,4.5,,,3.5,,
sample_0695,pair_084,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0696,pair_063,,False,,False,disagree,,False,False,False,False,False,False,4.0,,,3.0,,
sample_0697,pair_082,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0698,pair_019,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0699,pair_042,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0700,pair_062,,True,,False,fail,,False,False,False,False,False,False,1.5,,,2.5,,
sample_0701,pair_062,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0702,pair_040,,False,,False,disagree,,False,False,False,False,False,False,4.5,,,3.0,,
sample_0703,pair_030,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0704,pair_016,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0705,pair_016,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0706,pair_020,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0707,pair_012,,True,,False,fail,,False,False,False,False,False,False,4.0,,,2.0,,
sample_0708,pair_014,,True,,False,fail,,False,False,False,False,False,False,2.5,,,3.5,,
sample_0709,pair_017,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0710,pair_064,,True,,False,fail,,False,False,False,False,False,False,2.0,,,2.0,,
sample_0711,pair_032,,True,,False,fail,,False,False,False,False,False,False,2.5,,,3.0,,
sample_0712,pair_001,,True,,False,fail,,False,False,False,False,False,False,4.5,,,2.5,,
sample_0713,pair_043,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0714,pair_085,,False,,False,disagree,,False,False,False,False,False,False,4.0,,,3.0,,
sample_0715,pair_047,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0716,pair_034,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0717,pair_010,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0718,pair_032,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0719,pair_032,,True,True,True,fail,fail,False,True,False,False,False,False,2.5,0.5,-2.0,3.0,2.5,-0.5
sample_0720,pair_030,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0721,pair_084,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0722,pair_013,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0723,pair_038,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0724,pair_064,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0725,pair_074,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0726,pair_099,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0727,pair_056,,True,,False,fail,,False,False,False,False,False,False,3.0,,,3.0,,
sample_0728,pair_082,,False,,False,disagree,,False,False,False,False,False,False,5.0,,,3.5,,
sample_0729,pair_065,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0730,pair_014,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0731,pair_083,,False,,False,disagree,,False,False,False,False,False,False,4.5,,,4.0,,
sample_0732,pair_096,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0733,pair_056,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0734,pair_088,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0735,pair_082,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0736,pair_078,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0737,pair_027,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0738,pair_058,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0739,pair_080,,True,,False,fail,,False,False,False,False,False,False,3.5,,,2.0,,
sample_0740,pair_047,,False,,False,disagree,,False,False,False,False,False,False,3.0,,,4.0,,
sample_0741,pair_062,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0742,pair_016,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0743,pair_094,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0744,pair_096,,False,,False,disagree,,False,False,False,False,False,False,3.5,,,4.0,,
sample_0745,pair_072,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0746,pair_035,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0747,pair_038,,False,,False,disagree,,False,False,False,False,False,False,3.5,,,3.5,,
sample_0748,pair_040,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0749,pair_012,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0750,pair_030,,True,,False,fail,,False,False,False,False,False,False,2.5,,,2.0,,
sample_0751,pair_053,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0752,pair_021,,True,,False,fail,,False,False,False,False,False,False,3.0,,,2.5,,
sample_0753,pair_050,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0754,pair_066,,True,,False,fail,,False,False,False,False,False,False,2.5,,,3.0,,
sample_0755,pair_045,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0756,pair_026,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0757,pair_081,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0758,pair_011,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0759,pair_026,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0760,pair_033,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0761,pair_017,,False,,False,success,,False,False,False,False,False,False,4.0,,,3.5,,
sample_0762,pair_079,,True,,False,fail,,False,False,False,False,False,False,1.5,,,3.5,,
sample_0763,pair_071,,False,,False,disagree,,False,False,False,False,False,False,3.0,,,3.5,,
sample_0764,pair_074,,True,,False,fail,,False,False,False,False,False,False,2.5,,,3.5,,
sample_0765,pair_086,,True,,False,fail,,False,False,False,False,False,False,2.0,,,3.5,,
sample_0766,pair_064,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0767,pair_085,,True,,False,fail,,False,False,False,False,False,False,3.5,,,2.0,,
sample_0768,pair_009,,True,,False,fail,,False,False,False,False,False,False,4.0,,,3.0,,
sample_0769,pair_027,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0770,pair_027,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0771,pair_023,,True,,False,fail,,False,False,False,False,False,False,3.5,,,3.0,,
sample_0772,pair_007,,True,,False,fail,,False,False,False,False,False,False,3.0,,,3.5,,
sample_0773,pair_050,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0774,pair_046,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0775,pair_066,,True,,False,fail,,False,False,False,False,False,False,2.5,,,3.0,,
sample_0776,pair_094,,False,True,True,disagree,fail,False,False,False,False,False,True,2.5,2.0,-0.5,3.0,3.5,0.5
sample_0777,pair_012,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0778,pair_041,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0779,pair_073,,True,,False,fail,,False,False,False,False,False,False,2.0,,,2.5,,
sample_0780,pair_005,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0781,pair_017,,False,,False,disagree,,False,False,False,False,False,False,3.0,,,3.0,,
sample_0782,pair_071,,,True,False,,fail,False,False,False,False,False,False,,1.5,,,2.0,
sample_0783,pair_018,,True,,False,fail,,False,False,False,False,False,False,2.0,,,3.5,,
sample_0784,pair_031,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0785,pair_005,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0786,pair_097,,True,,False,fail,,False,False,False,False,False,False,3.5,,,2.0,,
sample_0787,pair_076,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0788,pair_025,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0789,pair_029,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0790,pair_005,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0791,pair_023,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0792,pair_055,,True,,False,fail,,False,False,False,False,False,False,1.0,,,3.0,,
sample_0793,pair_048,,True,,False,fail,,False,False,False,False,False,False,2.0,,,2.0,,
sample_0794,pair_051,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0795,pair_100,,True,,False,fail,,False,False,False,False,False,False,2.0,,,2.5,,
sample_0796,pair_094,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0797,pair_004,,True,,False,fail,,False,False,False,False,False,False,2.5,,,3.0,,
sample_0798,pair_065,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0799,pair_033,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0800,pair_082,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0801,pair_060,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0802,pair_058,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0803,pair_041,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0804,pair_056,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0805,pair_025,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0806,pair_076,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0807,pair_001,,,True,False,,fail,False,False,False,False,False,False,,2.5,,,2.5,
sample_0808,pair_024,,True,,False,fail,,False,False,False,False,False,False,3.0,,,2.5,,
sample_0809,pair_054,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0810,pair_053,,False,,False,disagree,,False,False,False,False,False,False,4.0,,,4.0,,
sample_0811,pair_081,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0812,pair_022,,True,,False,fail,,False,False,False,False,False,False,2.0,,,4.0,,
sample_0813,pair_052,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0814,pair_052,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0815,pair_063,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0816,pair_072,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0817,pair_006,,,True,False,,fail,False,False,False,False,False,False,,1.5,,,1.5,
sample_0818,pair_015,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0819,pair_087,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0820,pair_055,,True,,False,fail,,False,False,False,False,False,False,1.5,,,1.0,,
sample_0821,pair_050,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0822,pair_095,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0823,pair_024,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0824,pair_077,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0825,pair_054,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0826,pair_076,,True,,False,fail,,False,False,False,False,False,False,3.0,,,1.5,,
sample_0827,pair_045,,True,True,True,fail,fail,False,True,False,False,False,False,2.0,2.0,0.0,3.0,2.5,-0.5
sample_0828,pair_022,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0829,pair_060,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0830,pair_090,,True,False,True,fail,disagree,False,False,False,False,True,False,3.5,3.0,-0.5,3.0,4.5,1.5
sample_0831,pair_023,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0832,pair_078,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0833,pair_002,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0834,pair_003,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0835,pair_081,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0836,pair_048,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0837,pair_014,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0838,pair_085,,True,,False,fail,,False,False,False,False,False,False,4.0,,,2.0,,
sample_0839,pair_097,,True,,False,fail,,False,False,False,False,False,False,3.5,,,2.5,,
sample_0840,pair_092,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0841,pair_001,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0842,pair_061,,True,,False,fail,,False,False,False,False,False,False,3.5,,,2.0,,
sample_0843,pair_016,,True,,False,fail,,False,False,False,False,False,False,4.5,,,2.0,,
sample_0844,pair_035,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0845,pair_017,,False,,False,disagree,,False,False,False,False,False,False,4.0,,,3.5,,
sample_0846,pair_067,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0847,pair_024,,True,,False,fail,,False,False,False,False,False,False,2.5,,,4.0,,
sample_0848,pair_058,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0849,pair_063,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0850,pair_082,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0851,pair_096,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0852,pair_078,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0853,pair_004,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0854,pair_059,,,True,False,,fail,False,False,False,False,False,False,,2.0,,,2.5,
sample_0855,pair_010,,False,,False,disagree,,False,False,False,False,False,False,4.0,,,3.5,,
sample_0856,pair_091,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0857,pair_070,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0858,pair_045,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0859,pair_002,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0860,pair_057,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0861,pair_029,,True,,False,fail,,False,False,False,False,False,False,3.5,,,2.0,,
sample_0862,pair_012,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0863,pair_076,,True,,False,fail,,False,False,False,False,False,False,2.5,,,1.5,,
sample_0864,pair_055,,True,,False,fail,,False,False,False,False,False,False,2.0,,,2.5,,
sample_0865,pair_021,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0866,pair_056,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0867,pair_030,,True,,False,fail,,False,False,False,False,False,False,2.5,,,2.5,,
sample_0868,pair_013,,True,,False,fail,,False,False,False,False,False,False,4.5,,,2.5,,
sample_0869,pair_078,,False,,False,disagree,,False,False,False,False,False,False,4.0,,,3.5,,
sample_0870,pair_017,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0871,pair_095,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0872,pair_031,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0873,pair_039,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0874,pair_015,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0875,pair_031,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0876,pair_050,,False,,False,disagree,,False,False,False,False,False,False,4.5,,,4.0,,
sample_0877,pair_038,,False,,False,disagree,,False,False,False,False,False,False,3.5,,,3.5,,
sample_0878,pair_063,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0879,pair_015,,,True,False,,fail,False,False,False,False,False,False,,3.0,,,3.0,
sample_0880,pair_072,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0881,pair_089,,True,,False,fail,,False,False,False,False,False,False,4.5,,,1.5,,
sample_0882,pair_100,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0883,pair_003,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0884,pair_074,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0885,pair_056,,,True,False,,fail,False,False,False,False,False,False,,0.5,,,0.5,
sample_0886,pair_038,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0887,pair_060,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0888,pair_004,,,True,False,,fail,False,False,False,False,False,False,,2.0,,,2.5,
sample_0889,pair_013,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0890,pair_075,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0891,pair_078,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0892,pair_076,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0893,pair_087,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0894,pair_011,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0895,pair_046,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0896,pair_032,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0897,pair_042,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0898,pair_089,,,,False,,,False,False,False,False,False,False,,,,,,
sample_0899,pair_077,,False,,False,disagree,,False,False,False,False,False,False,3.0,,,3.5,,
sample_0900,pair_003,,,,False,,,False,False,False,False,False,False,,,,,,
