attribution,candidate_task_id,consensus_A_affected,consensus_B_affected,consensus_shift,entity_A,entity_A_diagnostic,entity_B,entity_B_diagnostic,gemini_candidate_A_score,gemini_candidate_B_score,gemini_shift,gemini_standalone_A_correct,gemini_standalone_B_correct,gemini_valid,latent_seed,method_key,native_task_id,pair_id,pair_index,qwen_candidate_A_score,qwen_candidate_B_score,qwen_shift,qwen_standalone_A_correct,qwen_standalone_B_correct,qwen_valid,replicate,sample_id,seed_group,standalone_A_task_id,standalone_B_task_id
knowledge_insufficiency,pair_062_lsda_original_g1_r3_s1013,False,True,True,a Japanese silk kimono,"a Japanese silk kimono with a lustrous woven ground and dyed or embroidered decoration, showing cranes, cherry blossoms, water, and seasonal motifs",a Cambodian hol silk robe,"a Cambodian hol silk robe made from weft-ikat silk with feathered pattern edges, showing repeating lozenges, flowers, and temple-inspired motifs",3,2,True,True,False,True,1013,original,pair_062_native_SS_g1_r3_s1013,pair_062,62,4,2,True,True,False,True,3,sample_0741,1,pair_062_standalone_A_g1_r3_s1013,pair_062_standalone_B_g1_r3_s1013
composition_mechanism_failure,pair_021_lsda_original_g3_r1_s3031,False,True,True,a Japanese Raku tea bowl,"a Japanese Raku tea bowl with a hand-shaped low-fired body and irregular black glaze, showing a warped rim and tactile matte-to-gloss surface",a Korean buncheong tea bowl,"a Korean buncheong tea bowl made of gray stoneware brushed with white slip, showing stamped, incised, or freely painted decoration beneath a translucent glaze",3,3,True,True,True,True,3031,original,pair_021_native_SS_g3_r1_s3031,pair_021,21,4,3,True,True,True,True,1,sample_0752,3,pair_021_standalone_A_g3_r1_s3031,pair_021_standalone_B_g3_r1_s3031
composition_mechanism_failure,pair_074_lsda_original_g2_r2_s2022,True,False,True,a Mexican Otomi embroidery panel,"a Mexican Otomi embroidery panel worked in flat satin stitch on pale cotton, showing mirrored birds, deer, flowers, and fantastical animals",a Palestinian tatreez embroidery panel,"a Palestinian tatreez embroidery panel worked in red and multicolored cross-stitch, showing cypress trees, stars, feathers, and region-specific geometric motifs",2,4,True,True,True,True,2022,original,pair_074_native_SS_g2_r2_s2022,pair_074,74,3,5,True,True,True,True,2,sample_0764,2,pair_074_standalone_A_g2_r2_s2022,pair_074_standalone_B_g2_r2_s2022
composition_mechanism_failure,pair_027_lsda_original_g3_r2_s3032,True,True,True,an English Wedgwood jasperware vase,"an English Wedgwood jasperware vase with a matte blue stoneware body and white relief decoration, showing classical figures, laurel swags, and geometric borders",a Portuguese Caldas da Rainha ceramic vase,"a Portuguese Caldas da Rainha ceramic vase with brightly glazed sculptural earthenware, showing naturalistic leaves, fruit, insects, and textured relief surfaces",2,2,True,True,True,True,3032,original,pair_027_native_SS_g3_r2_s3032,pair_027,27,2,2,True,True,True,True,2,sample_0770,3,pair_027_standalone_A_g3_r2_s3032,pair_027_standalone_B_g3_r2_s3032
composition_mechanism_failure,pair_007_lsda_original_g1_r3_s1013,True,False,True,a French Sèvres porcelain vase,"a French Sèvres porcelain vase with a bleu-céleste ground, gilded bronze-like ornament, and painted floral or courtly reserve panels",a Russian Imperial Porcelain cobalt-net vase,"a Russian Imperial Porcelain cobalt-net vase with cobalt-blue lattice, gold intersections, and radiating rosette motifs",2,2,True,True,True,True,1013,original,pair_007_native_SS_g1_r3_s1013,pair_007,7,3,4,True,True,True,True,3,sample_0772,1,pair_007_standalone_A_g1_r3_s1013,pair_007_standalone_B_g1_r3_s1013
mixed_or_uncertain,pair_046_lsda_original_g2_r3_s2023,False,True,True,a Spanish Toledo damascened vase,"a Spanish Toledo damascened vase made of blackened steel inlaid with gold and silver, showing Moorish arabesques and geometric filigree patterns",a Korean ipsa metal-inlay vase,"a Korean ipsa metal-inlay vase made of dark patinated metal inlaid with silver wire, showing cranes, clouds, and sparse linear landscape motifs",4,2,True,True,True,True,2023,original,pair_046_native_SS_g2_r3_s2023,pair_046,46,2,1,True,False,False,True,3,sample_0774,2,pair_046_standalone_A_g2_r3_s2023,pair_046_standalone_B_g2_r3_s2023
composition_mechanism_failure,pair_033_lsda_original_g3_r2_s3032,True,True,True,a Chinese carved cinnabar-lacquer box,"a Chinese carved cinnabar-lacquer box with thick vermilion lacquer carved in deep relief, showing peonies, dragons, and layered landscape scenes over geometric grounds",a Bhutanese lacquered wooden box,"a Bhutanese lacquered wooden box with a red or black lacquer surface, showing hand-painted lotus petals, cloud bands, and Buddhist auspicious motifs",2,2,True,True,True,True,3032,original,pair_033_native_SS_g3_r2_s3032,pair_033,33,1,2,True,True,True,True,2,sample_0799,3,pair_033_standalone_A_g3_r2_s3032,pair_033_standalone_B_g3_r2_s3032
mixed_or_uncertain,pair_050_lsda_original_g3_r1_s3031,False,True,True,a Persian minakari enamel plate,"a Persian minakari enamel plate with blue, turquoise, red, and white enamel over copper, showing floral arabesques and central medallions",a Georgian Minankari enamel plate,"a Georgian Minankari enamel plate with translucent jewel-toned enamel over engraved silver, showing compact flowers, birds, and scrolling vines outlined by metalwork",4,2,True,True,False,True,3031,original,pair_050_native_SS_g3_r1_s3031,pair_050,50,5,3,True,True,True,True,1,sample_0821,3,pair_050_standalone_A_g3_r1_s3031,pair_050_standalone_B_g3_r1_s3031
mixed_or_uncertain,pair_045_lsda_original_g3_r1_s3031,True,True,True,a Spanish Toledo damascened box,"a Spanish Toledo damascened box made of blackened steel inlaid with gold and silver, showing Moorish arabesques and geometric filigree patterns",a Japanese nunome-zōgan metal-inlay box,"a Japanese nunome-zōgan metal-inlay box made of dark iron overlaid with gold and silver textile-like inlay, showing waves, flowers, and geometric bands",2,3,True,True,False,True,3031,original,pair_045_native_SS_g3_r1_s3031,pair_045,45,2,3,True,False,True,True,1,sample_0827,3,pair_045_standalone_A_g3_r1_s3031,pair_045_standalone_B_g3_r1_s3031
shift_location_disagreement,pair_090_lsda_original_g3_r2_s3032,False,False,True,a Moroccan geometric wool rug,"a Moroccan geometric wool rug with a hand-knotted or flat-woven wool surface, showing diamonds, zigzags, and irregular bands in earth colors",an Afghan Baluch wool rug,"an Afghan Baluch wool rug with a dark wool pile in deep red, brown, navy, and ivory, showing repeated prayer niches, hooked medallions, and compact tribal borders",4,3,True,True,True,True,3032,original,pair_090_native_SS_g3_r2_s3032,pair_090,90,3,5,True,True,True,True,2,sample_0830,3,pair_090_standalone_A_g3_r2_s3032,pair_090_standalone_B_g3_r2_s3032
mixed_or_uncertain,pair_003_lsda_original_g3_r1_s3031,False,True,True,a Chinese blue-and-white porcelain vase,"a Chinese blue-and-white porcelain vase with cobalt-blue underglaze painting, showing Chinese landscape, lotus, and scrolling-cloud motifs",a Thai Bencharong porcelain vase,"a Thai Bencharong porcelain vase with polychrome overglaze enamel and gold outlines, showing repeating flame, deity, and floral motifs on a dark ground",4,2,True,True,False,True,3031,original,pair_003_native_SS_g3_r1_s3031,pair_003,3,4,2,True,True,True,True,1,sample_0834,3,pair_003_standalone_A_g3_r1_s3031,pair_003_standalone_B_g3_r1_s3031
mixed_or_uncertain,pair_048_lsda_original_g3_r2_s3032,False,True,True,an Indian Bidriware box,"an Indian Bidriware box made of blackened zinc alloy inlaid with silver, showing poppy flowers, geometric lattices, and arabesques",an Egyptian Mamluk-style inlaid-brass box,"an Egyptian Mamluk-style inlaid-brass box made of brass inlaid with silver and copper, showing monumental calligraphy, interlaced medallions, and geometric borders",2,1,True,True,False,True,3032,original,pair_048_native_SS_g3_r2_s3032,pair_048,48,4,2,True,True,True,True,2,sample_0836,3,pair_048_standalone_A_g3_r2_s3032,pair_048_standalone_B_g3_r2_s3032
knowledge_insufficiency,pair_014_lsda_original_g2_r3_s2023,True,False,True,an Italian Renaissance maiolica plate,"an Italian Renaissance maiolica plate with opaque white tin glaze, painted in cobalt blue, ochre yellow, copper green, and manganese purple with a figurative medallion and scrolling foliage",a French Nevers faience plate,"a French Nevers faience plate with white tin glaze, painted in deep blue, yellow, and manganese with heraldic, pastoral, and symmetrical floral motifs",2,3,True,False,False,True,2023,original,pair_014_native_SS_g2_r3_s2023,pair_014,14,2,4,True,False,True,True,3,sample_0837,2,pair_014_standalone_A_g2_r3_s2023,pair_014_standalone_B_g2_r3_s2023
composition_mechanism_failure,pair_061_lsda_original_g1_r1_s1011,True,False,True,a Japanese silk kimono,"a Japanese silk kimono with a lustrous woven ground and dyed or embroidered decoration, showing cranes, cherry blossoms, water, and seasonal motifs",a Lao sinh silk skirt,"a Lao sinh silk skirt with supplementary-weft silk bands and patterned borders, showing diamonds, serpents, temple forms, and jewel colors",2,3,True,True,True,True,1011,original,pair_061_native_SS_g1_r1_s1011,pair_061,61,1,4,True,True,True,True,1,sample_0842,1,pair_061_standalone_A_g1_r1_s1011,pair_061_standalone_B_g1_r1_s1011
composition_mechanism_failure,pair_024_lsda_original_g3_r2_s3032,True,False,True,an Acoma Pueblo pottery jar,"an Acoma Pueblo pottery jar with a pale clay body and black-and-red painting, showing -line rain, stepped-cloud, and interlocking geometric motifs",a Catawba burnished pottery jar,"a Catawba burnished pottery jar made of unglazed hand-coiled clay with a smoky brown surface, showing a polished finish and incised details",2,3,True,True,True,True,3032,original,pair_024_native_SS_g3_r2_s3032,pair_024,24,2,4,True,True,True,True,2,sample_0847,3,pair_024_standalone_A_g3_r2_s3032,pair_024_standalone_B_g3_r2_s3032
knowledge_insufficiency,pair_031_lsda_original_g3_r3_s3033,True,False,True,a Japanese maki-e lacquerware box,"a Japanese maki-e lacquerware box with deep black lacquer sprinkled with gold and silver powder, showing cranes, pine branches, and landscape motifs",a Thai lai rod nam lacquerware box,"a Thai lai rod nam lacquerware box with black lacquer covered by gold-leaf resist decoration, showing flame, deity, and scrolling vegetal patterns",2,2,True,False,False,True,3033,original,pair_031_native_SS_g3_r3_s3033,pair_031,31,2,4,True,False,True,True,3,sample_0872,3,pair_031_standalone_A_g3_r3_s3033,pair_031_standalone_B_g3_r3_s3033
knowledge_insufficiency,pair_063_lsda_original_g1_r2_s1012,False,True,True,an Indian Banarasi brocade sari,"an Indian Banarasi brocade sari woven in rich silk with gold zari, showing floral buta, scrolling vines, and elaborate architectural borders",a Bhutanese kushuthara silk kira,"a Bhutanese kushuthara silk kira woven in silk with supplementary-weft patterning, showing geometric flowers, diamonds, and horizontal bands",4,2,True,True,False,True,1012,original,pair_063_native_SS_g1_r2_s1012,pair_063,63,4,3,True,True,False,True,2,sample_0878,1,pair_063_standalone_A_g1_r2_s1012,pair_063_standalone_B_g1_r2_s1012
composition_mechanism_failure,pair_003_lsda_original_g3_r3_s3033,False,True,True,a Chinese blue-and-white porcelain vase,"a Chinese blue-and-white porcelain vase with cobalt-blue underglaze painting, showing Chinese landscape, lotus, and scrolling-cloud motifs",a Thai Bencharong porcelain vase,"a Thai Bencharong porcelain vase with polychrome overglaze enamel and gold outlines, showing repeating flame, deity, and floral motifs on a dark ground",4,2,True,True,True,True,3033,original,pair_003_native_SS_g3_r3_s3033,pair_003,3,5,2,True,True,True,True,3,sample_0900,3,pair_003_standalone_A_g3_r3_s3033,pair_003_standalone_B_g3_r3_s3033
