eval_id,sample_id,pair_id,pair_index,seed_group,replicate,latent_seed,condition,entity_A,entity_B,left_choice,right_choice,correct_binding,drift,A_to_B_leakage,B_to_A_leakage,left_reason,right_reason,model
eval_0678,sample_0197,pair_050,50,1,3,1013,lsda_clean,a Persian minakari enamel plate,a Georgian Minankari enamel plate,A,B,1,0,0,0,"matches A's turquoise field, dense floral motifs, and dark ornamental framing",shares B's bright blue ground and floral border with pink blossoms,qwen3-vl-235b-a22b-instruct
eval_1272,sample_0197,pair_050,50,1,3,1013,native_SS,a Persian minakari enamel plate,a Georgian Minankari enamel plate,A,B,1,0,0,0,"matches A's turquoise field, symmetrical medallion, and dense floral border",shares B's floral motif density and blue ground with gold accents,qwen3-vl-235b-a22b-instruct
eval_1348,sample_0308,pair_050,50,2,1,2021,lsda_clean,a Persian minakari enamel plate,a Georgian Minankari enamel plate,A,B,1,0,0,0,"mirrors A's dark ground, turquoise medallion, and intricate border patterns",shares B's bright floral motifs and dense polychrome enamel texture,qwen3-vl-235b-a22b-instruct
eval_0477,sample_0308,pair_050,50,2,1,2021,native_SS,a Persian minakari enamel plate,a Georgian Minankari enamel plate,A,B,1,0,0,0,"matches A's dark blue ground, dense floral border, and cloisonné texture","shares B's bright turquoise center, floral motifs, and enamel finish",qwen3-vl-235b-a22b-instruct
eval_0871,sample_0624,pair_050,50,2,2,2022,lsda_clean,a Persian minakari enamel plate,a Georgian Minankari enamel plate,A,B,1,0,0,0,"matches A's dense radial medallion pattern, color palette, and cloisonné finish",shares B's bright blue ground and scattered floral motifs with similar enamel texture,qwen3-vl-235b-a22b-instruct
eval_0575,sample_0624,pair_050,50,2,2,2022,native_SS,a Persian minakari enamel plate,a Georgian Minankari enamel plate,A,B,1,0,0,0,"matches A's deep cobalt blue ground, dense polychrome floral pattern, and gold rim texture",shares B's bright turquoise ground and floral vine motif with similar enamel finish,qwen3-vl-235b-a22b-instruct
eval_0485,sample_0254,pair_050,50,2,3,2023,lsda_clean,a Persian minakari enamel plate,a Georgian Minankari enamel plate,A,B,1,0,0,0,"matches A's turquoise border, radial symmetry, and warm-toned central medallion",shares B's dense floral motif and soft pink-white blossoms on deep blue ground,qwen3-vl-235b-a22b-instruct
eval_0222,sample_0254,pair_050,50,2,3,2023,native_SS,a Persian minakari enamel plate,a Georgian Minankari enamel plate,A,B,1,0,0,0,matches A-alone’s turquoise border and symmetrical central medallion pattern,shares dense floral motifs and deep blue ground with B-alone,qwen3-vl-235b-a22b-instruct
eval_1568,sample_0821,pair_050,50,3,1,3031,lsda_clean,a Persian minakari enamel plate,a Georgian Minankari enamel plate,A,B,1,0,0,0,"Matches A's turquoise ground, gold-trimmed borders, and scattered floral pattern.","Shares B's white ground, red-blue floral motifs, and dense enamel decoration.",qwen3-vl-235b-a22b-instruct
eval_0084,sample_0821,pair_050,50,3,1,3031,native_SS,a Persian minakari enamel plate,a Georgian Minankari enamel plate,A,B,1,0,0,0,matches A-alone’s turquoise ground and dense gold-accented floral pattern,shares red-blue floral motifs and white ground with B-alone,qwen3-vl-235b-a22b-instruct
eval_1607,sample_0773,pair_050,50,3,2,3032,lsda_clean,a Persian minakari enamel plate,a Georgian Minankari enamel plate,A,B,1,0,0,0,Matches A-alone’s teal-green field and central medallion color scheme.,Shares deep blue ground and dense floral enamel motifs with B-alone.,qwen3-vl-235b-a22b-instruct
eval_0685,sample_0773,pair_050,50,3,2,3032,native_SS,a Persian minakari enamel plate,a Georgian Minankari enamel plate,A,B,1,0,0,0,matches A-alone’s blue ground and scattered floral pattern,shares dense floral motifs and color palette with B-alone,qwen3-vl-235b-a22b-instruct
eval_0134,sample_0351,pair_050,50,3,3,3033,lsda_clean,a Persian minakari enamel plate,a Georgian Minankari enamel plate,A,B,1,0,0,0,"matches A-alone’s color palette, radial medallion, and cloisonné texture",shares dense floral motifs and turquoise-blue enamel with B-alone,qwen3-vl-235b-a22b-instruct
eval_0169,sample_0351,pair_050,50,3,3,3033,native_SS,a Persian minakari enamel plate,a Georgian Minankari enamel plate,A,B,1,0,0,0,"Matches A's color palette, scattered floral clusters, and mottled turquoise ground texture.",Shares B's dense floral motifs and turquoise-blue enamel field with gold outlining.,qwen3-vl-235b-a22b-instruct
eval_1562,sample_0395,pair_051,51,1,1,1011,lsda_clean,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,"matches A-alone’s gold tone, embossed starburst pattern, and metallic finish",shares turquoise patina and floral geometric motifs with B-alone,qwen3-vl-235b-a22b-instruct
eval_0964,sample_0395,pair_051,51,1,1,1011,native_SS,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,"Matches gold tone, embossed star pattern, and metallic finish of A-alone.",Shares turquoise patina and floral geometric motifs with B-alone.,qwen3-vl-235b-a22b-instruct
eval_1695,sample_0134,pair_051,51,1,2,1012,lsda_clean,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,"Matches A-alone’s golden hue, embossed floral motifs, and polished metallic texture.","Shares dark patina, intricate engraved patterns, and metallic finish with B-alone.",qwen3-vl-235b-a22b-instruct
eval_0634,sample_0134,pair_051,51,1,2,1012,native_SS,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,golden hue and bold geometric motifs align with A-alone,coppery metallic finish and fine engraved texture match B-alone,qwen3-vl-235b-a22b-instruct
eval_1701,sample_0794,pair_051,51,1,3,1013,lsda_clean,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,matches gold-toned geometric filigree and radial motif of A-alone,shares turquoise patina and floral medallion texture with B-alone,qwen3-vl-235b-a22b-instruct
eval_0072,sample_0794,pair_051,51,1,3,1013,native_SS,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,gold-toned intricate filigree and radial medallion pattern match A-alone's ornate surface,coppery patina and simpler embossed texture resemble B-alone's aged metallic finish,qwen3-vl-235b-a22b-instruct
eval_0224,sample_0496,pair_051,51,2,1,2021,lsda_clean,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,Gold-toned surface with fine engraved geometric motifs matches A-alone’s material impression and ornament.,Coppery patina and turquoise inlay match B-alone’s color system and decorative technique.,qwen3-vl-235b-a22b-instruct
eval_0766,sample_0496,pair_051,51,2,1,2021,native_SS,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,smooth golden finish and fine engraved motifs align with A-alone's polished metallic texture,"rich patina and turquoise inlay match B-alone's aged, oxidized surface",qwen3-vl-235b-a22b-instruct
eval_0226,sample_0584,pair_051,51,2,2,2022,lsda_clean,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,"matches A-alone’s gold tone, geometric engraving, and matte metallic finish","shares blue enamel, floral motifs, and copper-toned border with B-alone",qwen3-vl-235b-a22b-instruct
eval_0965,sample_0584,pair_051,51,2,2,2022,native_SS,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,"Matches A-alone’s golden hue, engraved texture, and dense geometric patterns.",Shares coppery metallic finish and floral geometric motifs with B-alone.,qwen3-vl-235b-a22b-instruct
eval_0039,sample_0214,pair_051,51,2,3,2023,lsda_clean,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,gold finish and geometric lattice ornament align with A-alone's material impression and decorative technique,coppery tone and floral medallion pattern match B-alone's color system and motifs,qwen3-vl-235b-a22b-instruct
eval_1551,sample_0214,pair_051,51,2,3,2023,native_SS,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,"Matches A-alone’s gold-toned metal, dense geometric patterning, and engraved texture.",Shares coppery metallic finish and floral-geometric motif density with B-alone.,qwen3-vl-235b-a22b-instruct
eval_0520,sample_0690,pair_051,51,3,1,3031,lsda_clean,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,Gold-toned surface with embossed geometric motifs matches A-alone's material impression and ornament style.,Blue enamel and silver-toned metalwork match B-alone's color system and decorative technique.,qwen3-vl-235b-a22b-instruct
eval_0446,sample_0690,pair_051,51,3,1,3031,native_SS,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,golden hue and embossed geometric motifs align with A-alone’s surface decoration and luster,coppery tone and fine engraved texture match B-alone's metallic finish and ornament density,qwen3-vl-235b-a22b-instruct
eval_0632,sample_0013,pair_051,51,3,2,3032,lsda_clean,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,gilded surface and central blue floral motif match A-alone,coppery tone and turquoise inlay pattern match B-alone,qwen3-vl-235b-a22b-instruct
eval_1211,sample_0013,pair_051,51,3,2,3032,native_SS,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,gold-toned metal with turquoise center and intricate etched motifs matching A-alone,copper-toned metal with turquoise inlay and engraved patterns matching B-alone,qwen3-vl-235b-a22b-instruct
eval_0261,sample_0154,pair_051,51,3,3,3033,lsda_clean,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,A,B,1,0,0,0,matches A-alone’s monochromatic gold relief and geometric starburst pattern,shares turquoise enamel ground and gold dot motifs with B-alone,qwen3-vl-235b-a22b-instruct
eval_0910,sample_0154,pair_051,51,3,3,3033,native_SS,a Moroccan engraved-brass tray,a Persian qalamzani copper tray,B,A,0,1,1,1,Turquoise enamel ground with gold dot accents and central medallion matching B-alone.,Golden metallic finish with embossed geometric floral motifs matching A-alone.,qwen3-vl-235b-a22b-instruct
eval_1105,sample_0274,pair_052,52,1,1,1011,lsda_clean,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,B,A,0,1,1,1,warm copper tone and floral motif texture align with B-alone,metallic finish and geometric engraving pattern match A-alone,qwen3-vl-235b-a22b-instruct
eval_1130,sample_0274,pair_052,52,1,1,1011,native_SS,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,B,B,0,1,0,1,"Matches B-alone’s copper material, smooth unadorned surface, and warm metallic sheen.","Shares copper tone, engraved geometric motifs, and metallic finish with B-alone.",qwen3-vl-235b-a22b-instruct
eval_1265,sample_0252,pair_052,52,1,2,1012,lsda_clean,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,A,B,1,0,0,0,darker metallic finish with fine geometric patterns aligns with A-alone,rich coppery tone and dense engraved motifs match B-alone,qwen3-vl-235b-a22b-instruct
eval_0559,sample_0252,pair_052,52,1,2,1012,native_SS,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,A,B,1,0,0,0,silver-toned metal with geometric etched patterns and similar finish to A-alone,copper-toned metal with dense engraved script and floral motifs matching B-alone,qwen3-vl-235b-a22b-instruct
eval_0127,sample_0542,pair_052,52,1,3,1013,lsda_clean,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,A,B,1,0,0,0,Matches A-alone’s silver-toned finish and flowing arabesque patterns.,Shares coppery tone and dense geometric engraving with B-alone.,qwen3-vl-235b-a22b-instruct
eval_1301,sample_0542,pair_052,52,1,3,1013,native_SS,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,B,A,0,1,1,1,Matches B-alone’s coppery tone and linear band motifs.,Shares dense geometric engraving and dark patina with A-alone.,qwen3-vl-235b-a22b-instruct
eval_1033,sample_0813,pair_052,52,2,1,2021,lsda_clean,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,A,B,1,0,0,0,silver-toned metal with fine linear etching and matte texture matches A-alone's decorative style,rich copper-toned patina and dense geometric engraving match B-alone's surface finish,qwen3-vl-235b-a22b-instruct
eval_0037,sample_0813,pair_052,52,2,1,2021,native_SS,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,A,B,1,0,0,0,Matches A-alone’s silver-toned finish and dense arabesque patterns.,Shares coppery tone and engraved geometric motifs with B-alone.,qwen3-vl-235b-a22b-instruct
eval_0627,sample_0814,pair_052,52,2,2,2022,lsda_clean,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,A,B,1,0,0,0,Matches A-alone’s silver-toned finish and floral arabesque motifs.,Shares coppery tone and dense geometric engraving with B-alone.,qwen3-vl-235b-a22b-instruct
eval_1403,sample_0814,pair_052,52,2,2,2022,native_SS,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,A,B,1,0,0,0,"Matches A-alone’s dark patina, ornate handle, and script-like surface motifs.",Shares coppery tone and dense geometric engraving with B-alone.,qwen3-vl-235b-a22b-instruct
eval_0850,sample_0577,pair_052,52,2,3,2023,lsda_clean,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,A,B,1,0,0,0,darker metallic finish and geometric banding consistent with A-alone, warmer copper tone and denser engraved pattern matching B-alone,qwen3-vl-235b-a22b-instruct
eval_1604,sample_0577,pair_052,52,2,3,2023,native_SS,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,A,B,1,0,0,0,Matches A-alone’s silver-toned metal and dense linear engraving pattern.,Shares coppery tone and engraved geometric motifs with B-alone.,qwen3-vl-235b-a22b-instruct
eval_1166,sample_0047,pair_052,52,3,1,3031,lsda_clean,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,A,B,1,0,0,0,Same polished metallic texture and ornamental banding as A-alone.,Identical engraved motifs and coppery finish as B-alone.,qwen3-vl-235b-a22b-instruct
eval_1404,sample_0047,pair_052,52,3,1,3031,native_SS,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,A,B,1,0,0,0,smooth polished surface with minimal ornamentation matches A-alone,dense engraved geometric motifs and coppery patina match B-alone,qwen3-vl-235b-a22b-instruct
eval_0077,sample_0557,pair_052,52,3,2,3032,lsda_clean,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,A,B,1,0,0,0,Matches A's cooler silver-bronze finish and dense geometric engraving.,Shares B's warmer copper tone and embossed floral texture.,qwen3-vl-235b-a22b-instruct
eval_0734,sample_0557,pair_052,52,3,2,3032,native_SS,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,B,A,0,1,1,1,Matches B's dense floral patterns and warm coppery tone.,Shares A's intricate engraved motifs and matte metallic finish.,qwen3-vl-235b-a22b-instruct
eval_1480,sample_0464,pair_052,52,3,3,3033,lsda_clean,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,A,B,1,0,0,0,"Matches silver-toned metal, fine linear etching, and ornamental lid design.",Shares copper-toned metal with dense geometric engraving and similar patina finish.,qwen3-vl-235b-a22b-instruct
eval_0836,sample_0464,pair_052,52,3,3,3033,native_SS,an Ottoman tinned-copper ewer,a Bosnian engraved-copper coffee ewer,B,A,0,1,1,1,Matches B-alone’s smooth coppery surface and minimal ornamentation.,Shares intricate engraved motifs and metallic finish with A-alone.,qwen3-vl-235b-a22b-instruct
eval_1035,sample_0291,pair_053,53,1,1,1011,lsda_clean,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,Matches A's floral lattice pattern and embedded stone accents.,Shares B's dense geometric filigree and polished metallic finish.,qwen3-vl-235b-a22b-instruct
eval_1169,sample_0291,pair_053,53,1,1,1011,native_SS,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,"Matches A's circular form, radial medallion, and side panel motifs.",Shares B's dense floral filigree and metallic sheen on lid and body.,qwen3-vl-235b-a22b-instruct
eval_0712,sample_0603,pair_053,53,1,2,1012,lsda_clean,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,Matches A's circular form and continuous floral arabesque patterns on lid and body.,Shares B's dense geometric filigree and raised dome lid with finial.,qwen3-vl-235b-a22b-instruct
eval_0607,sample_0603,pair_053,53,1,2,1012,native_SS,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,Matches A’s circular form and dense floral lacework pattern despite different silhouette.,Shares B's domed lid and finial with similar filigree density and metallic finish.,qwen3-vl-235b-a22b-instruct
eval_1380,sample_0036,pair_053,53,1,3,1013,lsda_clean,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,Matches A’s radial geometric motif and uniform surface patterning.,Shares B's dense filigree texture and central gem accent on lid.,qwen3-vl-235b-a22b-instruct
eval_0870,sample_0036,pair_053,53,1,3,1013,native_SS,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,Matches A's dense geometric filigree and circular motif layout.,Shares B's fine granular texture and central gem accent on lid.,qwen3-vl-235b-a22b-instruct
eval_0278,sample_0365,pair_053,53,2,1,2021,lsda_clean,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,Matches A-alone’s floral lace-like patterns and polished silver tone.,Shares dense geometric filigree and similar metallic finish with B-alone.,qwen3-vl-235b-a22b-instruct
eval_0950,sample_0365,pair_053,53,2,1,2021,native_SS,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,Matches A-alone’s floral lattice pattern and polished silver tone.,Shares dense geometric filigree and similar metallic finish with B-alone.,qwen3-vl-235b-a22b-instruct
eval_0986,sample_0294,pair_053,53,2,2,2022,lsda_clean,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,Matches A-alone’s dense floral scrollwork and polished metallic finish.,Shares filigree patterns and turquoise inlay with B-alone.,qwen3-vl-235b-a22b-instruct
eval_0920,sample_0294,pair_053,53,2,2,2022,native_SS,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,Matches A's floral scrollwork and continuous band ornamentation.,Shares B's dense geometric filigree and domed finial motif.,qwen3-vl-235b-a22b-instruct
eval_1538,sample_0810,pair_053,53,2,3,2023,lsda_clean,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,Matches A's circular form and radial floral motif with openwork texture.,Shares B's angular geometry and dense filigree pattern on lid and sides.,qwen3-vl-235b-a22b-instruct
eval_0692,sample_0810,pair_053,53,2,3,2023,native_SS,a Persian silver-filigree box,a Yemeni silver-filigree box,B,A,0,1,1,1,Matches B-alone’s angular geometry and dense geometric lattice ornament.,Shares rounded dome lid and floral filigree pattern with A-alone.,qwen3-vl-235b-a22b-instruct
eval_0409,sample_0019,pair_053,53,3,1,3031,lsda_clean,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,Matches A-alone’s circular form and floral medallion motif despite open state.,"Shares dense filigree and domed lid with B-alone, lacking A's gemstone accents.",qwen3-vl-235b-a22b-instruct
eval_0521,sample_0019,pair_053,53,3,1,3031,native_SS,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,Matches A-alone’s circular medallion and floral motif pattern.,Shares dense filigree and domed lid texture with B-alone.,qwen3-vl-235b-a22b-instruct
eval_1021,sample_0489,pair_053,53,3,2,3032,lsda_clean,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,Matches A's circular medallion lid and continuous geometric lattice texture.,Shares B's dense floral filigree and raised border motif.,qwen3-vl-235b-a22b-instruct
eval_0472,sample_0489,pair_053,53,3,2,3032,native_SS,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,Matches A’s floral lattice motifs and continuous border ornamentation.,Shares B's dense geometric filigree and raised dot accents on panels.,qwen3-vl-235b-a22b-instruct
eval_1124,sample_0751,pair_053,53,3,3,3033,lsda_clean,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,Matches A's circular lid medallion and arched panel motifs.,Shares B's dense floral filigree and beaded band texture.,qwen3-vl-235b-a22b-instruct
eval_0615,sample_0751,pair_053,53,3,3,3033,native_SS,a Persian silver-filigree box,a Yemeni silver-filigree box,A,B,1,0,0,0,Matches A's arched panel layout and fine linear engraving texture.,Shares B's dense floral filigree and scalloped border motif.,qwen3-vl-235b-a22b-instruct
eval_1664,sample_0560,pair_054,54,1,1,1011,lsda_clean,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,A,B,1,0,0,0,bordered geometric bands and polished interior match A-alone,dense floral engraving and matte finish match B-alone,qwen3-vl-235b-a22b-instruct
eval_1444,sample_0560,pair_054,54,1,1,1011,native_SS,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,A,B,1,0,0,0,banding pattern and polished metallic finish align with A-alone,dense floral engraving and high-relief texture match B-alone,qwen3-vl-235b-a22b-instruct
eval_1692,sample_0825,pair_054,54,1,2,1012,lsda_clean,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,A,B,1,0,0,0,geometric cutouts and linear border patterns align with A-alone’s decorative style,dense floral and figural relief motifs match B-alone's ornate surface decoration,qwen3-vl-235b-a22b-instruct
eval_1280,sample_0825,pair_054,54,1,2,1012,native_SS,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,B,A,0,1,1,1,Matches B-alone’s dense floral/figural relief pattern and darkened recesses.,Shares polished metallic finish and minimal ornamental band with A-alone.,qwen3-vl-235b-a22b-instruct
eval_1707,sample_0809,pair_054,54,1,3,1013,lsda_clean,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,A,B,1,0,0,0,smooth polished interior with rope-like and floral border motifs matches A-alone's decorative finish,dense floral and foliate engraving with dark patina matches B-alone's ornate surface texture,qwen3-vl-235b-a22b-instruct
eval_0586,sample_0809,pair_054,54,1,3,1013,native_SS,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,A,B,1,0,0,0,"smooth polished interior with rope-like border echoes A-alone's refined, less dense decoration","dense floral and foliate relief matches B-alone's ornate, high-contrast embossing",qwen3-vl-235b-a22b-instruct
eval_1250,sample_0158,pair_054,54,2,1,2021,lsda_clean,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,A,B,1,0,0,0,geometric medallion pattern and rope-edge border matching A-alone,intricate floral and figural motifs with dense relief matching B-alone,qwen3-vl-235b-a22b-instruct
eval_0434,sample_0158,pair_054,54,2,1,2021,native_SS,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,B,B,0,1,0,1,dense decorative bands and figural patterns consistent with B-alone's surface style,intricate floral and foliate motifs with high-relief embossing matching B-alone,qwen3-vl-235b-a22b-instruct
eval_0680,sample_0292,pair_054,54,2,2,2022,lsda_clean,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,A,B,1,0,0,0,bold medallions with scalloped borders and relief patterning match A-alone,dense floral scrollwork and fine engraved texture match B-alone,qwen3-vl-235b-a22b-instruct
eval_1309,sample_0292,pair_054,54,2,2,2022,native_SS,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,A,B,1,0,0,0,bold floral medallions and geometric borders align with A-alone,dense scrolling foliate motifs and fine chased texture match B-alone,qwen3-vl-235b-a22b-instruct
eval_1690,sample_0532,pair_054,54,2,3,2023,lsda_clean,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,A,B,1,0,0,0,smooth polished surface with geometric band matches A-alone,dense floral engraving and matte finish match B-alone,qwen3-vl-235b-a22b-instruct
eval_0062,sample_0532,pair_054,54,2,3,2023,native_SS,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,A,B,1,0,0,0,geometric band and stylized motifs align with A-alone's design,dense floral engraving matches B-alone's intricate pattern,qwen3-vl-235b-a22b-instruct
eval_1691,sample_0623,pair_054,54,3,1,3031,lsda_clean,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,A,B,1,0,0,0,scalloped bands and sparse geometric patterns align with A-alone,intricate floral motifs and dense engraving match B-alone,qwen3-vl-235b-a22b-instruct
eval_1789,sample_0623,pair_054,54,3,1,3031,native_SS,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,A,B,1,0,0,0,smooth polished surface with minimal linear engraving matches A-alone's restrained decorative finish,dense floral filigree and high-relief ornament match B-alone's surface texture and motif density,qwen3-vl-235b-a22b-instruct
eval_0647,sample_0006,pair_054,54,3,2,3032,lsda_clean,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,A,B,1,0,0,0,broad geometric bands and stylized floral medallions align with A-alone’s decorative system,dense floral repoussé and fine engraved borders match B-alone’s ornate surface treatment,qwen3-vl-235b-a22b-instruct
eval_0186,sample_0006,pair_054,54,3,2,3032,native_SS,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,B,B,0,1,0,1,full-body engraved floral patterns and high-relief detailing align with B-alone’s surface style,dense floral repoussé and fine border motifs match B-alone’s ornate texture,qwen3-vl-235b-a22b-instruct
eval_1116,sample_0476,pair_054,54,3,3,3033,lsda_clean,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,A,B,1,0,0,0,banded geometric motifs and bold circular medallions match A-alone,dense floral filigree and fine engraved texture match B-alone,qwen3-vl-235b-a22b-instruct
eval_1427,sample_0476,pair_054,54,3,3,3033,native_SS,a Mexican Taxco silver bowl,an Indonesian Kotagede silver bowl,A,B,1,0,0,0,bold medallion motifs and polished bands match A-alone,dense floral engraving and matte finish match B-alone,qwen3-vl-235b-a22b-instruct
eval_1338,sample_0126,pair_055,55,1,1,1011,lsda_clean,an Indian Dhokra bronze figurine,a Ghanaian Asante brass goldweight figurine,A,B,1,0,0,0,Dark patina with gold accents and decorative bands mirror A-alone’s surface treatment.,Golden metallic finish and linear incised texture match B-alone.,qwen3-vl-235b-a22b-instruct
eval_1129,sample_0126,pair_055,55,1,1,1011,native_SS,an Indian Dhokra bronze figurine,a Ghanaian Asante brass goldweight figurine,A,B,1,0,0,0,Dark patina with gold accents and detailed filigree motifs align with A-alone.,Golden metallic finish and linear incised texture match B-alone.,qwen3-vl-235b-a22b-instruct
eval_0238,sample_0792,pair_055,55,1,2,1012,lsda_clean,an Indian Dhokra bronze figurine,a Ghanaian Asante brass goldweight figurine,A,B,1,0,0,0,Greenish bronze tone and ornate headdress motif match A-alone.,Golden patina and geometric base texture match B-alone.,qwen3-vl-235b-a22b-instruct
eval_0152,sample_0792,pair_055,55,1,2,1012,native_SS,an Indian Dhokra bronze figurine,a Ghanaian Asante brass goldweight figurine,A,B,1,0,0,0,Patinaed bronze with detailed linear motifs and textured base align with A-alone.,Golden metallic finish and minimal ornament match B-alone’s surface style.,qwen3-vl-235b-a22b-instruct
eval_1528,sample_0083,pair_055,55,1,3,1013,lsda_clean,an Indian Dhokra bronze figurine,a Ghanaian Asante brass goldweight figurine,A,B,1,0,0,0,"Greenish patina, detailed jewelry, and incised drapery texture align with A-alone.",Golden metallic finish and simplified linear motifs match B-alone.,qwen3-vl-235b-a22b-instruct
eval_1597,sample_0083,pair_055,55,1,3,1013,native_SS,an Indian Dhokra bronze figurine,a Ghanaian Asante brass goldweight figurine,B,B,0,1,0,1,Dark patinated surface with geometric incisions aligns with B-alone’s style.,Golden metallic finish and incised linear texture match B-alone.,qwen3-vl-235b-a22b-instruct
eval_1075,sample_0025,pair_055,55,2,1,2021,lsda_clean,an Indian Dhokra bronze figurine,a Ghanaian Asante brass goldweight figurine,A,B,1,0,0,0,"Green patina, incised lines, and smooth surface resemble A-alone.",Golden metallic finish and textured garment patterns match B-alone.,qwen3-vl-235b-a22b-instruct
eval_0385,sample_0025,pair_055,55,2,1,2021,native_SS,an Indian Dhokra bronze figurine,a Ghanaian Asante brass goldweight figurine,A,B,1,0,0,0,Patinated bronze surface with incised lines matches A-alone.,Golden metallic finish and smooth texture match B-alone.,qwen3-vl-235b-a22b-instruct
eval_0509,sample_0417,pair_055,55,2,2,2022,lsda_clean,an Indian Dhokra bronze figurine,a Ghanaian Asante brass goldweight figurine,A,B,1,0,0,0,"Greenish-bronze tone, smooth skin texture, and detailed headdress motifs align with A-alone.",Golden patina and textured garment patterns match B-alone's surface finish and ornamentation.,qwen3-vl-235b-a22b-instruct
