attribution,consensus_A_affected,consensus_B_affected,consensus_shift,entity_A,entity_A_diagnostic,entity_B,entity_B_diagnostic,gemini_candidate_A_score,gemini_candidate_B_score,gemini_shift,gemini_standalone_A_correct,gemini_standalone_B_correct,gemini_valid,latent_seed,native_task_id,pair_id,pair_index,qwen_candidate_A_score,qwen_candidate_B_score,qwen_shift,qwen_standalone_A_correct,qwen_standalone_B_correct,qwen_valid,replicate,sample_id,seed_group,standalone_A_task_id,standalone_B_task_id
knowledge_insufficiency,True,True,True,an Indonesian batik textile panel,"an Indonesian batik textile panel with wax-resist dyeing in indigo, brown, and cream, showing parang diagonals, kawung rosettes, and densely repeated floral motifs",a Japanese katazome textile panel,"a Japanese katazome textile panel with stencil-resist dyeing on cotton in indigo and white, showing waves, chrysanthemums, birds, and repeating geometric motifs",2,2,True,False,False,True,3031,pair_072_native_SS_g3_r1_s3031,pair_072,72,2,4,True,False,False,True,1,sample_0537,3,pair_072_standalone_A_g3_r1_s3031,pair_072_standalone_B_g3_r1_s3031
composition_mechanism_failure,False,True,True,a Mexican Otomi embroidered blouse,"a Mexican Otomi embroidered blouse worked in flat satin stitch, showing mirrored birds, deer, flowers, and fantastical animals around the neckline and sleeves",a Guatemalan huipil blouse,"a Guatemalan huipil blouse woven and embroidered in colors, showing diamonds, birds, maize, and community-specific geometric bands",2,2,True,True,True,True,1012,pair_075_native_SS_g1_r2_s1012,pair_075,75,4,4,True,True,True,True,2,sample_0545,1,pair_075_standalone_A_g1_r2_s1012,pair_075_standalone_B_g1_r2_s1012
mixed_or_uncertain,False,True,True,a Navajo wool rug,"a Navajo wool rug with a woven flat surface and red, black, gray, and cream geometry, showing stepped diamonds and serrated bands",a Kyrgyz shyrdak felt rug,"a Kyrgyz shyrdak felt rug made from cut and inlaid wool felt in contrasting colors, showing mirrored horn motifs, scrolling forms, and outlined geometry",3,2,True,True,False,True,2023,pair_088_native_SS_g2_r3_s2023,pair_088,88,4,3,True,True,True,True,3,sample_0552,2,pair_088_standalone_A_g2_r3_s2023,pair_088_standalone_B_g2_r3_s2023
mixed_or_uncertain,True,True,True,an Indonesian ikat textile panel,"an Indonesian ikat textile panel woven from resist-dyed threads with feathered edges, showing diamonds, ancestor figures, and rhythmic color bands",a Sumbanese hinggi textile panel,"a Sumbanese hinggi textile panel woven in warp ikat with indigo, rust red, and cream, showing horses, roosters, skull trees, and large heraldic figures",3,2,True,True,False,True,1012,pair_069_native_SS_g1_r2_s1012,pair_069,69,3,2,True,True,True,True,2,sample_0554,1,pair_069_standalone_A_g1_r2_s1012,pair_069_standalone_B_g1_r2_s1012
mixed_or_uncertain,True,False,True,a Venetian Murano glass vase,"a Venetian Murano glass vase made from vividly colored blown glass with layered canes, showing curves, millefiori accents, and polished translucent depth",a Palestinian Hebron blown-glass vase,"a Palestinian Hebron blown-glass vase made from recycled glass in translucent turquoise and green, showing a irregular hand-blown body, bubbles, and applied glass trails",2,2,True,False,False,True,1013,pair_091_native_SS_g1_r3_s1013,pair_091,91,3,4,True,True,True,True,3,sample_0561,1,pair_091_standalone_A_g1_r3_s1013,pair_091_standalone_B_g1_r3_s1013
mixed_or_uncertain,True,True,True,a Japanese Imari porcelain plate,"a Japanese Imari porcelain plate with cobalt-blue underglaze and iron-red and gold overglaze decoration, showing radial floral panels and patterned reserves",a Japanese Kutani porcelain plate,"a Japanese Kutani porcelain plate with polychrome overglaze enamels in green, yellow, red, purple, and blue, showing floral and landscape panels",2,2,True,True,False,True,2023,pair_005_native_SS_g2_r3_s2023,pair_005,5,4,3,True,True,True,True,3,sample_0565,2,pair_005_standalone_A_g2_r3_s2023,pair_005_standalone_B_g2_r3_s2023
knowledge_insufficiency,True,True,True,a Polish Bolesławiec stoneware jug,"a Polish Bolesławiec stoneware jug with a cream glazed body stamped in cobalt blue, showing repeated dots, peacock-eye rosettes, and circular folk patterns",a Bulgarian Troyan pottery jug,"a Bulgarian Troyan pottery jug with a dark glazed earthenware body and feathered slip decoration, showing brown, green, yellow, and cream wave patterns",2,2,True,False,False,True,1013,pair_020_native_SS_g1_r3_s1013,pair_020,20,2,3,True,False,False,True,3,sample_0566,1,pair_020_standalone_A_g1_r3_s1013,pair_020_standalone_B_g1_r3_s1013
knowledge_insufficiency,False,True,True,a Japanese Raku tea bowl,"a Japanese Raku tea bowl with a hand-shaped low-fired body and irregular black glaze, showing a warped rim and tactile matte-to-gloss surface",a Korean buncheong tea bowl,"a Korean buncheong tea bowl made of gray stoneware brushed with white slip, showing stamped, incised, or freely painted decoration beneath a translucent glaze",4,2,True,False,False,True,3032,pair_021_native_SS_g3_r2_s3032,pair_021,21,2,2,True,False,False,True,2,sample_0567,3,pair_021_standalone_A_g3_r2_s3032,pair_021_standalone_B_g3_r2_s3032
knowledge_insufficiency,True,True,True,a Chinese Jun ware ceramic bowl,"a Chinese Jun ware ceramic bowl with a thick opalescent blue glaze and irregular purple splashes, showing a simple rounded form and pooled color",a Japanese Hagi ware tea bowl,"a Japanese Hagi ware tea bowl with a porous stoneware body and milky white crackled glaze, showing a irregular foot and ash-toned surface",2,2,True,False,False,True,3031,pair_028_native_SS_g3_r1_s3031,pair_028,28,2,3,True,False,False,True,1,sample_0568,3,pair_028_standalone_A_g3_r1_s3031,pair_028_standalone_B_g3_r1_s3031
mixed_or_uncertain,False,True,True,a Japanese silk kimono,"a Japanese silk kimono with a lustrous woven ground and dyed or embroidered decoration, showing cranes, cherry blossoms, water, and seasonal motifs",a Lao sinh silk skirt,"a Lao sinh silk skirt with supplementary-weft silk bands and patterned borders, showing diamonds, serpents, temple forms, and jewel colors",3,2,True,True,False,True,2022,pair_061_native_SS_g2_r2_s2022,pair_061,61,4,2,True,True,True,True,2,sample_0570,2,pair_061_standalone_A_g2_r2_s2022,pair_061_standalone_B_g2_r2_s2022
mixed_or_uncertain,True,True,True,a Bohemian cut-glass vase,"a Bohemian cut-glass vase made from clear or ruby-overlaid crystal with deep wheel-cut facets, showing stars, fans, and sharply sparkling geometric panels",a Czech Železný Brod art-glass vase,"a Czech Železný Brod art-glass vase made from hand-shaped colored glass with clean modern curves, showing layered transparent tones, internal bubbles, and sculptural forms",3,3,True,True,True,True,2023,pair_092_native_SS_g2_r3_s2023,pair_092,92,2,3,True,False,True,True,3,sample_0575,2,pair_092_standalone_A_g2_r3_s2023,pair_092_standalone_B_g2_r3_s2023
mixed_or_uncertain,True,False,True,an Indian kantha quilt,"an Indian kantha quilt made from layered cotton joined by running stitches, showing rippling lines, lotus flowers, animals, and narrative folk scenes",a Korean bojagi patchwork wrapping cloth,"a Korean bojagi patchwork wrapping cloth assembled from translucent or opaque fabric rectangles, showing asymmetrical geometric seams and jewel-toned color blocks",2,2,True,True,False,True,3033,pair_078_native_SS_g3_r3_s3033,pair_078,78,2,4,True,False,True,True,3,sample_0583,3,pair_078_standalone_A_g3_r3_s3033,pair_078_standalone_B_g3_r3_s3033
composition_mechanism_failure,True,False,True,a Moroccan engraved-brass tray,"a Moroccan engraved-brass tray with a polished brass surface densely chased with radiating stars, arabesques, and scalloped geometric borders",a Persian qalamzani copper tray,"a Persian qalamzani copper tray with a darkened chased copper surface, showing hunting scenes, birds, flowers, and concentric arabesque bands",3,2,True,True,False,True,2022,pair_051_native_SS_g2_r2_s2022,pair_051,51,3,4,True,True,True,True,2,sample_0584,2,pair_051_standalone_A_g2_r2_s2022,pair_051_standalone_B_g2_r2_s2022
mixed_or_uncertain,True,False,True,a Hungarian Matyó embroidery panel,"a Hungarian Matyó embroidery panel worked in red, pink, blue, yellow, and green thread, showing densely packed roses and curling floral sprays",a Slovak Detva embroidery panel,"a Slovak Detva embroidery panel worked in chain stitch and satin stitch, showing compact geometric flowers, hearts, and rhythmic folk borders",2,3,True,False,False,True,1012,pair_077_native_SS_g1_r2_s1012,pair_077,77,3,4,True,True,True,True,2,sample_0590,1,pair_077_standalone_A_g1_r2_s1012,pair_077_standalone_B_g1_r2_s1012
mixed_or_uncertain,True,True,True,a Japanese Raku tea bowl,"a Japanese Raku tea bowl with a hand-shaped low-fired body and irregular black glaze, showing a warped rim and tactile matte-to-gloss surface",a Japanese Onta ware bowl,"a Japanese Onta ware bowl made of stoneware with slip-trailed and combed decoration, showing rhythmic white, brown, and ochre bands made by wheel techniques",2,1,True,True,False,True,3031,pair_019_native_SS_g3_r1_s3031,pair_019,19,3,2,True,False,False,True,1,sample_0593,3,pair_019_standalone_A_g3_r1_s3031,pair_019_standalone_B_g3_r1_s3031
knowledge_insufficiency,True,False,True,a Chinese cloisonné enamel plate,"a Chinese cloisonné enamel plate with turquoise and cobalt-blue enamel cells separated by gilded metal wires, showing lotus, cloud, and auspicious motifs",a French Limoges painted-enamel plate,"a French Limoges painted-enamel plate with opaque and translucent enamel painted over copper, showing Renaissance figures, grisaille shading, and jewel-toned borders",2,2,True,False,False,True,3032,pair_049_native_SS_g3_r2_s3032,pair_049,49,3,4,True,False,True,True,2,sample_0594,3,pair_049_standalone_A_g3_r2_s3032,pair_049_standalone_B_g3_r2_s3032
composition_mechanism_failure,True,True,True,a Japanese shippō cloisonné enamel box,"a Japanese shippō cloisonné enamel box with colored enamel cells divided by silver wires, showing chrysanthemums, butterflies, and graded pictorial grounds",a Russian Rostov finift painted-enamel box,"a Russian Rostov finift painted-enamel box with miniature enamel painting on a white metal-mounted plaque, showing delicate flowers, saints, or pastoral scenes in pastel colors",3,3,True,True,True,True,2021,pair_044_native_SS_g2_r1_s2021,pair_044,44,2,3,True,True,True,True,1,sample_0595,2,pair_044_standalone_A_g2_r1_s2021,pair_044_standalone_B_g2_r1_s2021
mixed_or_uncertain,False,True,True,a Chinese lacquered folding screen,"a Chinese lacquered folding screen with deep black lacquer, gilded outlines, and carved or painted garden scenes showing pavilions, birds, and flowering trees",a Vietnamese sơn mài lacquer screen,"a Vietnamese sơn mài lacquer screen with layered black, red, and gold lacquer polished to depth, showing stylized village scenes, bamboo, and eggshell inlay",3,2,True,False,False,True,2021,pair_040_native_SS_g2_r1_s2021,pair_040,40,5,4,True,True,True,True,1,sample_0606,2,pair_040_standalone_A_g2_r1_s2021,pair_040_standalone_B_g2_r1_s2021
mixed_or_uncertain,False,True,True,a Chinese blue-and-white porcelain vase,"a Chinese blue-and-white porcelain vase with cobalt-blue underglaze painting, showing Chinese landscape, lotus, and scrolling-cloud motifs",a Vietnamese Bát Tràng blue-and-white ceramic vase,"a Vietnamese Bát Tràng blue-and-white ceramic vase with cobalt-blue hand-painted decoration on pale glaze, showing stylized lotus, fish, and scrolling foliage",4,3,True,True,False,True,2022,pair_001_native_SS_g2_r2_s2022,pair_001,1,5,3,True,True,True,True,2,sample_0611,2,pair_001_standalone_A_g2_r2_s2022,pair_001_standalone_B_g2_r2_s2022
composition_mechanism_failure,True,True,True,an Indonesian ikat textile panel,"an Indonesian ikat textile panel woven from resist-dyed threads with feathered edges, showing diamonds, ancestor figures, and rhythmic color bands",an Iban pua kumbu textile panel,"an Iban pua kumbu textile panel woven in warp ikat with deep red, black, and cream yarns, showing powerful hooked figures, spirit motifs, and mirrored geometric bands",3,2,True,True,True,True,1012,pair_068_native_SS_g1_r2_s1012,pair_068,68,2,2,True,True,True,True,2,sample_0613,1,pair_068_standalone_A_g1_r2_s1012,pair_068_standalone_B_g1_r2_s1012
mixed_or_uncertain,False,True,True,a Japanese Imari porcelain plate,"a Japanese Imari porcelain plate with cobalt-blue underglaze and iron-red and gold overglaze decoration, showing radial floral panels and patterned reserves",a Japanese Kutani porcelain plate,"a Japanese Kutani porcelain plate with polychrome overglaze enamels in green, yellow, red, purple, and blue, showing floral and landscape panels",3,2,True,False,False,True,2022,pair_005_native_SS_g2_r2_s2022,pair_005,5,4,3,True,True,True,True,2,sample_0620,2,pair_005_standalone_A_g2_r2_s2022,pair_005_standalone_B_g2_r2_s2022
mixed_or_uncertain,True,True,True,an Indonesian batik textile panel,"an Indonesian batik textile panel with wax-resist dyeing in indigo, brown, and cream, showing parang diagonals, kawung rosettes, and densely repeated floral motifs",a Japanese katazome textile panel,"a Japanese katazome textile panel with stencil-resist dyeing on cotton in indigo and white, showing waves, chrysanthemums, birds, and repeating geometric motifs",2,3,True,False,False,True,3033,pair_072_native_SS_g3_r3_s3033,pair_072,72,3,3,True,True,True,True,3,sample_0627,3,pair_072_standalone_A_g3_r3_s3033,pair_072_standalone_B_g3_r3_s3033
composition_mechanism_failure,False,True,True,a Bohemian cut-glass vase,"a Bohemian cut-glass vase made from clear or ruby-overlaid crystal with deep wheel-cut facets, showing stars, fans, and sharply sparkling geometric panels",a Czech Železný Brod art-glass vase,"a Czech Železný Brod art-glass vase made from hand-shaped colored glass with clean modern curves, showing layered transparent tones, internal bubbles, and sculptural forms",4,2,True,True,True,True,3031,pair_092_native_SS_g3_r1_s3031,pair_092,92,4,3,True,True,True,True,1,sample_0637,3,pair_092_standalone_A_g3_r1_s3031,pair_092_standalone_B_g3_r1_s3031
composition_mechanism_failure,False,True,True,an Indian Banarasi brocade textile panel,"an Indian Banarasi brocade textile panel woven in rich silk with gold zari, showing floral buta, scrolling vines, and elaborate architectural borders",a Turkmen keteni silk textile panel,"a Turkmen keteni silk textile panel woven in narrow bands of red, yellow, green, and purple silk, showing stripes and geometric accents",4,2,True,True,True,True,1012,pair_064_native_SS_g1_r2_s1012,pair_064,64,4,3,True,True,True,True,2,sample_0639,1,pair_064_standalone_A_g1_r2_s1012,pair_064_standalone_B_g1_r2_s1012
composition_mechanism_failure,True,True,True,a Japanese shippō cloisonné enamel box,"a Japanese shippō cloisonné enamel box with colored enamel cells divided by silver wires, showing chrysanthemums, butterflies, and graded pictorial grounds",a Russian Rostov finift painted-enamel box,"a Russian Rostov finift painted-enamel box with miniature enamel painting on a white metal-mounted plaque, showing delicate flowers, saints, or pastoral scenes in pastel colors",3,2,True,True,True,True,3031,pair_044_native_SS_g3_r1_s3031,pair_044,44,2,2,True,True,True,True,1,sample_0645,3,pair_044_standalone_A_g3_r1_s3031,pair_044_standalone_B_g3_r1_s3031
composition_mechanism_failure,True,False,True,a Moroccan Fes ceramic bowl,"a Moroccan Fes ceramic bowl with a white glazed body painted in cobalt blue, green, and yellow, showing organized star, arabesque, and palmette motifs",an Algerian Kabyle pottery bowl,"an Algerian Kabyle pottery bowl made of hand-built earthenware with red, black, and white painted decoration, showing triangles, chevrons, and protective geometric signs",2,4,True,True,False,True,2021,pair_018_native_SS_g2_r1_s2021,pair_018,18,3,3,True,True,True,True,1,sample_0649,2,pair_018_standalone_A_g2_r1_s2021,pair_018_standalone_B_g2_r1_s2021
mixed_or_uncertain,True,True,True,an Indonesian ikat textile panel,"an Indonesian ikat textile panel woven from resist-dyed threads with feathered edges, showing diamonds, ancestor figures, and rhythmic color bands",a Sumbanese hinggi textile panel,"a Sumbanese hinggi textile panel woven in warp ikat with indigo, rust red, and cream, showing horses, roosters, skull trees, and large heraldic figures",3,2,True,True,False,True,3033,pair_069_native_SS_g3_r3_s3033,pair_069,69,2,2,True,True,True,True,3,sample_0653,3,pair_069_standalone_A_g3_r3_s3033,pair_069_standalone_B_g3_r3_s3033
composition_mechanism_failure,False,True,True,a Scottish tartan wool blanket,"a Scottish tartan wool blanket woven in colored wool with intersecting horizontal and vertical stripes, forming a balanced repeating clan-associated check pattern",a Swedish rya wool rug,"a Swedish rya wool rug with a long wool pile and woven backing, showing geometric diamonds, stripes, and abstract color fields",4,3,True,True,True,True,2023,pair_087_native_SS_g2_r3_s2023,pair_087,87,4,3,True,True,True,True,3,sample_0655,2,pair_087_standalone_A_g2_r3_s2023,pair_087_standalone_B_g2_r3_s2023
knowledge_insufficiency,False,True,True,a Chinese black-lacquer wooden bowl,"a Chinese black-lacquer wooden bowl with a deep-black lacquer surface and red or gold linear decoration, showing a thin balanced profile",a Burmese yun lacquerware bowl,"a Burmese yun lacquerware bowl with black lacquer incised and filled with red, green, and yellow pigments, showing zodiac figures and geometric bands",3,2,True,True,False,True,1012,pair_037_native_SS_g1_r2_s1012,pair_037,37,4,3,True,True,False,True,2,sample_0656,1,pair_037_standalone_A_g1_r2_s1012,pair_037_standalone_B_g1_r2_s1012
mixed_or_uncertain,True,True,True,a Japanese Imari porcelain plate,"a Japanese Imari porcelain plate with cobalt-blue underglaze and iron-red and gold overglaze decoration, showing radial floral panels and patterned reserves",a Japanese Kutani porcelain plate,"a Japanese Kutani porcelain plate with polychrome overglaze enamels in green, yellow, red, purple, and blue, showing floral and landscape panels",2,2,True,True,False,True,3031,pair_005_native_SS_g3_r1_s3031,pair_005,5,0,0,True,True,True,True,1,sample_0662,3,pair_005_standalone_A_g3_r1_s3031,pair_005_standalone_B_g3_r1_s3031
mixed_or_uncertain,True,True,True,a Chinese bronze ritual bowl,"a Chinese bronze ritual bowl with a dark patinated bronze surface and cast relief, showing taotie-like masks, leiwen spirals, and symmetrical handles",a Korean bangjja bronze bowl,"a Korean bangjja bronze bowl made of hand-hammered bronze with a golden surface, showing a clean resonant form, hammer marks, and minimal ornament",3,1,True,True,False,True,3032,pair_060_native_SS_g3_r2_s3032,pair_060,60,3,2,True,False,False,True,2,sample_0666,3,pair_060_standalone_A_g3_r2_s3032,pair_060_standalone_B_g3_r2_s3032
mixed_or_uncertain,True,True,True,a Venetian Murano glass vase,"a Venetian Murano glass vase made from vividly colored blown glass with layered canes, showing curves, millefiori accents, and polished translucent depth",a Palestinian Hebron blown-glass vase,"a Palestinian Hebron blown-glass vase made from recycled glass in translucent turquoise and green, showing a irregular hand-blown body, bubbles, and applied glass trails",2,2,True,True,False,True,3032,pair_091_native_SS_g3_r2_s3032,pair_091,91,2,3,True,False,True,True,2,sample_0677,3,pair_091_standalone_A_g3_r2_s3032,pair_091_standalone_B_g3_r2_s3032
knowledge_insufficiency,False,True,True,a Japanese Bizen stoneware vase,"a Japanese Bizen stoneware vase with an unglazed reddish-brown body marked by natural ash deposits and flame flashes, showing an austere asymmetrical form",a French Puisaye stoneware vase,"a French Puisaye stoneware vase with a dark salt-glazed stoneware body and earthy brown-to-gray surface, showing incised bands and robust hand-thrown proportions",3,4,True,False,False,True,2022,pair_029_native_SS_g2_r2_s2022,pair_029,29,5,2,True,True,False,True,2,sample_0681,2,pair_029_standalone_A_g2_r2_s2022,pair_029_standalone_B_g2_r2_s2022
mixed_or_uncertain,False,True,True,an Indonesian ikat textile panel,"an Indonesian ikat textile panel woven from resist-dyed threads with feathered edges, showing diamonds, ancestor figures, and rhythmic color bands",a Sumbanese hinggi textile panel,"a Sumbanese hinggi textile panel woven in warp ikat with indigo, rust red, and cream, showing horses, roosters, skull trees, and large heraldic figures",3,1,True,True,False,True,2021,pair_069_native_SS_g2_r1_s2021,pair_069,69,4,3,True,True,True,True,1,sample_0685,2,pair_069_standalone_A_g2_r1_s2021,pair_069_standalone_B_g2_r1_s2021
knowledge_insufficiency,True,True,True,a Chinese silk-embroidery panel,"a Chinese silk-embroidery panel worked in multicolored silk thread, showing peonies, birds, butterflies, and long-and-short stitch shading",a Vietnamese silk-embroidery panel,"a Vietnamese silk-embroidery panel worked in colored silk thread with delicate tonal blending, showing village landscapes, lotus ponds, and graceful birds",2,2,True,False,False,True,2023,pair_065_native_SS_g2_r3_s2023,pair_065,65,2,3,True,False,False,True,3,sample_0687,2,pair_065_standalone_A_g2_r3_s2023,pair_065_standalone_B_g2_r3_s2023
mixed_or_uncertain,True,False,True,a Turkish flat-woven kilim,"a Turkish flat-woven kilim with interlocked wool wefts in red, blue, orange, and cream, showing hooked diamonds, ram horns, and stepped medallions",a Romanian Oltenian kilim,"a Romanian Oltenian kilim with a flat-woven wool surface in red, green, blue, and cream, showing stylized flowers, birds, and vertical bouquet arrangements",2,2,True,False,False,True,2022,pair_085_native_SS_g2_r2_s2022,pair_085,85,2,4,True,True,True,True,2,sample_0689,2,pair_085_standalone_A_g2_r2_s2022,pair_085_standalone_B_g2_r2_s2022
mixed_or_uncertain,True,True,True,a Japanese silk kimono,"a Japanese silk kimono with a lustrous woven ground and dyed or embroidered decoration, showing cranes, cherry blossoms, water, and seasonal motifs",a Cambodian hol silk robe,"a Cambodian hol silk robe made from weft-ikat silk with feathered pattern edges, showing repeating lozenges, flowers, and temple-inspired motifs",3,2,True,True,True,True,3031,pair_062_native_SS_g3_r1_s3031,pair_062,62,0,3,True,False,True,True,1,sample_0700,3,pair_062_standalone_A_g3_r1_s3031,pair_062_standalone_B_g3_r1_s3031
knowledge_insufficiency,False,True,True,a Dutch blue-and-white Delftware plate,"a Dutch blue-and-white Delftware plate with opaque white tin glaze, painted in cobalt blue with canal-house, tulip, and ornamental border motifs",a Slovak Modra faience plate,"a Slovak Modra faience plate made of pale glazed earthenware, painted in cobalt blue, green, yellow, and manganese with stylized birds and folk flowers",4,2,True,True,False,True,3031,pair_012_native_SS_g3_r1_s3031,pair_012,12,4,2,True,True,False,True,1,sample_0707,3,pair_012_standalone_A_g3_r1_s3031,pair_012_standalone_B_g3_r1_s3031
knowledge_insufficiency,True,False,True,an Italian Renaissance maiolica plate,"an Italian Renaissance maiolica plate with opaque white tin glaze, painted in cobalt blue, ochre yellow, copper green, and manganese purple with a figurative medallion and scrolling foliage",a French Nevers faience plate,"a French Nevers faience plate with white tin glaze, painted in deep blue, yellow, and manganese with heraldic, pastoral, and symmetrical floral motifs",3,3,True,False,False,True,2021,pair_014_native_SS_g2_r1_s2021,pair_014,14,2,4,True,False,True,True,1,sample_0708,2,pair_014_standalone_A_g2_r1_s2021,pair_014_standalone_B_g2_r1_s2021
mixed_or_uncertain,True,True,True,an Indian Banarasi brocade textile panel,"an Indian Banarasi brocade textile panel woven in rich silk with gold zari, showing floral buta, scrolling vines, and elaborate architectural borders",a Turkmen keteni silk textile panel,"a Turkmen keteni silk textile panel woven in narrow bands of red, yellow, green, and purple silk, showing stripes and geometric accents",2,2,True,True,False,True,2023,pair_064_native_SS_g2_r3_s2023,pair_064,64,2,2,True,True,True,True,3,sample_0710,2,pair_064_standalone_A_g2_r3_s2023,pair_064_standalone_B_g2_r3_s2023
mixed_or_uncertain,True,False,True,a Japanese maki-e lacquerware tray,"a Japanese maki-e lacquerware tray with deep black lacquer sprinkled with gold and silver powder, showing cranes, pine branches, and landscape motifs",a Burmese shwe zawa lacquerware tray,"a Burmese shwe zawa lacquerware tray with a black lacquer ground and engraved gold-leaf decoration, showing courtly figures, mythical animals, and filled borders",2,2,True,False,False,True,2021,pair_032_native_SS_g2_r1_s2021,pair_032,32,3,4,True,True,True,True,1,sample_0711,2,pair_032_standalone_A_g2_r1_s2021,pair_032_standalone_B_g2_r1_s2021
knowledge_insufficiency,False,True,True,a Chinese blue-and-white porcelain vase,"a Chinese blue-and-white porcelain vase with cobalt-blue underglaze painting, showing Chinese landscape, lotus, and scrolling-cloud motifs",a Vietnamese Bát Tràng blue-and-white ceramic vase,"a Vietnamese Bát Tràng blue-and-white ceramic vase with cobalt-blue hand-painted decoration on pale glaze, showing stylized lotus, fish, and scrolling foliage",4,2,True,True,False,True,3032,pair_001_native_SS_g3_r2_s3032,pair_001,1,5,3,True,True,False,True,2,sample_0712,3,pair_001_standalone_A_g3_r2_s3032,pair_001_standalone_B_g3_r2_s3032
mixed_or_uncertain,True,True,True,a Japanese maki-e lacquerware tray,"a Japanese maki-e lacquerware tray with deep black lacquer sprinkled with gold and silver powder, showing cranes, pine branches, and landscape motifs",a Burmese shwe zawa lacquerware tray,"a Burmese shwe zawa lacquerware tray with a black lacquer ground and engraved gold-leaf decoration, showing courtly figures, mythical animals, and filled borders",3,3,True,False,False,True,3031,pair_032_native_SS_g3_r1_s3031,pair_032,32,2,3,True,True,True,True,1,sample_0719,3,pair_032_standalone_A_g3_r1_s3031,pair_032_standalone_B_g3_r1_s3031
composition_mechanism_failure,True,True,True,a Benin bronze relief plaque,"a Benin bronze relief plaque made of cast brass with high-relief court figures, showing patterned robes, coral regalia, and a hierarchical composition",a Nepalese repoussé copper plaque,"a Nepalese repoussé copper plaque made of hammered copper worked from the reverse, showing a Buddhist deity, lotus throne, and flame-like halo with gilded details",3,3,True,True,True,True,2022,pair_056_native_SS_g2_r2_s2022,pair_056,56,3,3,True,True,True,True,2,sample_0727,2,pair_056_standalone_A_g2_r2_s2022,pair_056_standalone_B_g2_r2_s2022
composition_mechanism_failure,False,True,True,a Ghanaian kente cloth,"a Ghanaian kente cloth woven in narrow strips of silk or rayon, showing alternating geometric blocks in gold, green, red, blue, and black",a Bhutanese yathra wool textile,"a Bhutanese yathra wool textile woven in thick colored wool with supplementary-weft motifs, showing repeating diamonds, flowers, and horizontal geometric bands",3,2,True,True,True,True,2021,pair_080_native_SS_g2_r1_s2021,pair_080,80,4,2,True,True,True,True,1,sample_0739,2,pair_080_standalone_A_g2_r1_s2021,pair_080_standalone_B_g2_r1_s2021
knowledge_insufficiency,False,True,True,a Chinese Longquan celadon vase,"a Chinese Longquan celadon vase with a thick translucent sea-green glaze over a balanced stoneware form, showing carved lotus petals and defined ridges",a Thai Si Satchanalai celadon vase,"a Thai Si Satchanalai celadon vase with an olive-green crackled glaze over gray stoneware, showing incised lotus petals, ring bands, and a high-shouldered profile",3,2,True,False,False,True,1012,pair_030_native_SS_g1_r2_s1012,pair_030,30,2,2,True,False,False,True,2,sample_0750,1,pair_030_standalone_A_g1_r2_s1012,pair_030_standalone_B_g1_r2_s1012
composition_mechanism_failure,False,True,True,a Japanese Raku tea bowl,"a Japanese Raku tea bowl with a hand-shaped low-fired body and irregular black glaze, showing a warped rim and tactile matte-to-gloss surface",a Korean buncheong tea bowl,"a Korean buncheong tea bowl made of gray stoneware brushed with white slip, showing stamped, incised, or freely painted decoration beneath a translucent glaze",2,2,True,True,True,True,3031,pair_021_native_SS_g3_r1_s3031,pair_021,21,4,3,True,True,True,True,1,sample_0752,3,pair_021_standalone_A_g3_r1_s3031,pair_021_standalone_B_g3_r1_s3031
composition_mechanism_failure,True,True,True,a Chinese silk-brocade robe,"a Chinese silk-brocade robe woven with colored silk and gold thread, showing dragons, clouds, waves, and organized auspicious emblems",an Assamese muga-silk robe,"an Assamese muga-silk robe woven from naturally golden silk with red, green, and black supplementary motifs, showing stylized flowers and geometric borders",2,2,True,True,True,True,3031,pair_066_native_SS_g3_r1_s3031,pair_066,66,3,4,True,True,True,True,1,sample_0754,3,pair_066_standalone_A_g3_r1_s3031,pair_066_standalone_B_g3_r1_s3031
knowledge_insufficiency,True,False,True,a Panamanian mola textile panel,"a Panamanian mola textile panel made with layered reverse appliqué in colors, showing animals, plants, and maze-like geometric contours",a Ukrainian Hutsul embroidery panel,"a Ukrainian Hutsul embroidery panel worked in cross-stitch with red, orange, black, and green thread, showing diamonds, hooks, and repeated geometric bands",1,2,True,False,False,True,3033,pair_079_native_SS_g3_r3_s3033,pair_079,79,2,5,True,False,True,True,3,sample_0762,3,pair_079_standalone_A_g3_r3_s3033,pair_079_standalone_B_g3_r3_s3033
composition_mechanism_failure,True,False,True,a Mexican Otomi embroidery panel,"a Mexican Otomi embroidery panel worked in flat satin stitch on pale cotton, showing mirrored birds, deer, flowers, and fantastical animals",a Palestinian tatreez embroidery panel,"a Palestinian tatreez embroidery panel worked in red and multicolored cross-stitch, showing cypress trees, stars, feathers, and region-specific geometric motifs",2,3,True,True,True,True,2022,pair_074_native_SS_g2_r2_s2022,pair_074,74,3,4,True,True,True,True,2,sample_0764,2,pair_074_standalone_A_g2_r2_s2022,pair_074_standalone_B_g2_r2_s2022
